real_price,Close_LSTM
6000.0,6014.63894480809
5900.0,5965.224048966112
5750.0,5866.403679680434
5775.0,5718.215926450734
5550.0,5742.909107204097
5525.0,5520.766721467883
5700.0,5496.100071979975
5625.0,5668.836600531056
5600.0,5594.787657643197
5575.0,5570.110680128227
5450.0,5545.436979519263
5625.0,5422.123440161541
5575.0,5594.787657643197
5725.0,5545.436979519263
5675.0,5693.525036420051
5825.0,5644.150782587322
5775.0,5792.301689155154
5850.0,5742.909107204097
5850.0,5817.000765481615
5775.0,5817.000765481615
5650.0,5742.909107204097
5625.0,5619.467746772074
5475.0,5594.787657643197
5300.0,5446.778264458567
5300.0,5274.290171556755
5350.0,5274.290171556755
5250.0,5323.548581827522
5175.0,5225.052909373966
5200.0,5151.239639679481
5075.0,5175.838152841859
4900.0,5052.908673207302
5100.0,4881.098804602915
5050.0,5077.481609496456
4990.0,5028.3425597736405
4960.0,4969.412754227676
5000.0,4939.963704678385
5025.0,4979.231489509884
5000.0,5003.78344114545
4950.0,4979.231489509884
5225.0,4930.149777115304
5150.0,5200.442632874443
4950.0,5126.647264062898
5000.0,4930.149777115304
4930.0,4979.231489509884
4860.0,4910.525621815114
4890.0,4841.881090202239
5025.0,4871.29242074564
5100.0,5003.78344114545
5100.0,5077.481609496456
5150.0,5077.481609496456
5150.0,5126.647264062898
5075.0,5126.647264062898
5125.0,5052.908673207302
5025.0,5102.061196934259
4800.0,5003.78344114545
4700.0,4783.0946241259235
4500.0,4685.230068822753
4450.0,4489.964535382621
4330.0,4441.252909337062
4220.0,4324.530124076072
4400.0,4217.777132554668
4380.0,4392.585997844258
4330.0,4373.132068768848
4440.0,4324.530124076072
4420.0,4431.515904822912
4310.0,4412.047306583774
4250.0,4305.1027342774505
4210.0,4246.867640529906
4250.0,4208.084377609387
4150.0,4246.867640529906
4230.0,4149.971489589497
4110.0,4227.471935552582
4070.0,4111.271956133204
4059.9999999999995,4072.6071796996507
4080.0,4062.946501100979
4170.0,4082.2700757983775
4090.0000000000005,4169.334064259684
4029.9999999999995,4091.93517810117
4130.0,4033.97788325797
4050.0,4130.6174234215905
4100.0,4053.2880512978954
4150.0,4101.602475311669
4240.0,4149.971489589497
4250.0,4237.168775308859
4250.0,4246.867640529906
4100.0,4246.867640529906
4100.0,4101.602475311669
4080.0,4101.602475311669
4040.0,4082.2700757983775
4050.0,4043.631841585418
4040.0,4053.2880512978954
4010.0,4043.631841585418
3950.0,4014.67676593251
3880.0,3956.8286215799762
3840.0,3889.446352130527
4040.0,3850.9954530775967
4050.0,4043.631841585418
3970.0,4053.2880512978954
3860.0000000000005,3976.1020447746887
3820.0,3870.2159935992395
3920.0,3831.7848207151133
3950.0,3927.936162470851
3860.0000000000005,3956.8286215799762
3980.0,3870.2159935992395
4150.0,3985.742257650943
4270.0,4149.971489589497
4830.0,4266.271402195703
4760.0,4812.481724547483
4830.0,4743.931422639963
4930.0,4812.481724547483
5250.0,4910.525621815114
5325.0,5225.052909373966
5225.0,5298.9168178465225
5100.0,5200.442632874443
5125.0,5077.481609496456
5000.0,5102.061196934259
4850.0,4979.231489509884
4580.0,4832.079957394752
4640.0,4567.992631886153
4540.0,4626.582999006453
4440.0,4528.965085100736
4420.0,4431.515904822912
4420.0,4412.047306583774
4470.0,4412.047306583774
4450.0,4460.732272837288
4450.0,4441.252909337062
4430.0,4441.252909337062
4460.0,4421.780700149953
4430.0,4450.991702428944
4370.0,4421.780700149953
4660.0,4363.407899789725
4600.0,4646.125841517969
4510.0,4587.516304467603
4570.0,4499.71210249024
4500.0,4558.233253546908
4480.0,4489.964535382621
4660.0,4470.474609303076
4840.0,4646.125841517969
4880.0,4822.280165135186
4840.0,4861.487332989431
4820.0,4822.280165135186
4710.0,4802.684646760337
4630.0,4695.009923319323
4480.0,4616.813934744435
4310.0,4470.474609303076
4290.0,4305.1027342774505
4220.0,4285.683130217349
4200.0,4217.777132554668
4270.0,4198.393682011613
4270.0,4266.271402195703
4370.0,4266.271402195703
4430.0,4363.407899789725
4380.0,4421.780700149953
4290.0,4373.132068768848
4270.0,4285.683130217349
4210.0,4266.271402195703
4150.0,4208.084377609387
4140.0,4149.971489589497
4080.0,4140.293387294198
4059.9999999999995,4082.2700757983775
4080.0,4062.946501100979
4200.0,4082.2700757983775
4210.0,4198.393682011613
4180.0,4208.084377609387
4120.0,4179.01851404069
