Date,real_price,Close_ARIMA
2021-11-18,4480.0,4495.679163618261
2021-11-19,4660.0,4485.877055436342
2021-11-22,4840.0,4644.326204506055
2021-11-23,4880.0,4805.879231864283
2021-11-24,4840.0,4858.540980803963
2021-11-25,4820.0,4837.898618835471
2021-11-26,4710.0,4822.835881254227
2021-11-29,4630.0,4716.901306512788
2021-11-30,4480.0,4643.525331180692
2021-12-01,4310.0,4494.639273727769
2021-12-02,4290.0,4332.7196403702155
2021-12-03,4220.0,4302.870600203364
2021-12-06,4200.0,4221.95297397453
2021-12-07,4270.0,4204.70582513835
2021-12-08,4270.0,4262.808854669755
2021-12-09,4370.0,4259.972398349316
2021-12-10,4430.0,4360.408406526571
2021-12-13,4380.0,4413.054984105398
2021-12-14,4290.0,4375.901881034857
2021-12-15,4270.0,4298.49048085221
2021-12-16,4210.0,4276.101072477426
2021-12-17,4150.0,4211.961299369794
2021-12-20,4140.0,4156.480962354817
2021-12-21,4080.0,4142.358528171641
2021-12-22,4060.0,4081.2122281033407
2021-12-23,4080.0,4063.6091445532893
2021-12-24,4200.0,4076.3812240595244
2021-12-27,4210.0,4186.139300451102
2021-12-28,4180.0,4194.937475561319
2021-12-29,4120.0,4179.188119485345
2021-12-30,4110.0,4123.694623558419
